Face mask (physical object),Oxygen administration by mask (procedure),Placing subject in prone position (procedure),Plain chest X-ray (procedure),Fitness,Medication Reconciliation (procedure),Throat culture (procedure)
0,0.0,0.0,0.0,0.9999409107024354,0.0,0.0
0,0.0,0.0,0.0,0.9999571440815976,0.0,0.0
0,0.0,0.0,0.0,0.9999571440815976,0.0,0.0
0,0.0,0.0,0.0,0.9999571440815976,0.0,0.0
0,0.0,0.0,0.0,0.9999666677777408,0.0,0.0
0,0.0,0.0,0.0,0.9999666677777408,0.0,0.0
0,0.0,0.0,0.0,0.9999666677777408,0.0,0.0
0,0.0,0.0,0.0,0.9999666677777408,0.0,0.0
0,0.0,0.0,0.0,0.9999666677777408,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.0,0.0,0.9998000299955007,0.0,0.0
0,0.0,0.0,0.0,0.9998000299955007,0.0,0.0
0,0.0,0.0,0.0,0.9998000299955007,0.0,0.0
0,0.0,0.0,0.0,0.9998000299955007,0.0,0.0
0,0.0,0.0,0.0,0.9999750006249843,0.0,0.0
0,0.0,0.0,0.0,0.9999750006249843,0.0,0.0
0,0.0,0.0,0.0,0.9999750006249843,0.0,0.0
0,0.0,0.0,0.0,0.9999750006249843,0.0,0.0
0,0.0,0.0,0.0,0.9999750006249843,0.0,0.0
0,0.0,0.0,0.0,0.9999750006249843,0.0,0.0
0,0.0,0.0,0.0,0.9999750006249843,0.0,0.0
0,0.0,0.0,0.0,0.9999750006249843,0.0,0.0
0,0.0,0.0,0.0,0.9999750006249843,0.0,0.0
0,0.0,0.0,0.0,0.9999750006249843,0.0,0.0
0,0.0,0.0,0.0,0.9998200215974083,0.0,0.0
0,0.0,0.0,0.0,0.9998200215974083,0.0,0.0
